Camp_Name,governorate,district,coordinates_latitude,coordinates_longitude,site_ssid,site_sub_ssid,red_flag_level,number_of_red_flags,site_active,site_typology,date,Risk_level,Risk_score,shelter_types/type,shelter_types/info,shelter_types/tent,shelter_types/unfinished_building,shelter_types/abandoned_building,shelter_types/improvised_shelter,shelter_types/prefab,shelter_types/school,shelter_types/religious,shelter_types/Private,shelter_types/Publicic,shelter_types/military,shelter_types/open_air,shelter_types/Others,Other_shelter_type,hh/total_families,hh/total_families_confirm,background/date_first_occupied,background/district_aoo,background/males_0_4,background/females_0_4,background/males_5_17,background/females_5_17,background/males_18_59,background/females_18_59,background/males_60_over,background/females_60_over,background/hh_ages/total_population,background/hh_ages/total_population_confirm,vulnerabilities_groups/F_HoH,vulnerabilities_groups/Child_HoH,vulnerabilities_groups/unaccompanied,vulnerabilities_groups/ppl_physical_dis,vulnerabilities_groups/ppl_mental_dis,vulnerabilities_groups/preg_or_lac,vulnerabilities_groups/ppl_chronic_disease,vulnerabilities_groups/elderly_at_risk,vulnerabilities_groups/widow,social_cohesion/tension,social_cohesion/owner,social_cohesion/whatform,social_cohesion/whatarrangement,social_cohesion/eviction,social_cohesion/evict_when,social_cohesion/intentions,social_cohesion/goverNorate_move,social_cohesion/leadership,social_cohesion/leadership_structure_who,social_cohesion/leadership_structure_who/elder_religious_leaders,social_cohesion/leadership_structure_who/camp_committee,social_cohesion/leadership_structure_who/local_auth,social_cohesion/leadership_structure_who/Other,social_cohesion/leadership_structure_who/None,social_cohesion/leadership_structure_Other,physical_environment/chemicals,physical_environment/mines,physical_environment/hazardous_site,physical_environment/electric,physical_environment/elec_concerns,physical_environment/elec_concerns/No_electricity,physical_environment/elec_concerns/poor_wiring,physical_environment/elec_concerns/low_uncovered_points,physical_environment/elec_concerns/points_near_water,physical_environment/elec_concerns/overloaded_circuits,physical_environment/elec_concerns/Non,physical_environment/elec_concerns/Other,physical_environment/elec_concerns_Others,physical_environment/fire_equipment,physical_environment/fire_equipment/fire_extinguishers,physical_environment/fire_equipment/fire_blankets,physical_environment/fire_equipment/sand_buckets,physical_environment/fire_equipment/smoke_detectors,physical_environment/fire_equipment/None,physical_environment/fire_equipment/Other,physical_environment/fire_equipment_Others,physical_environment/dis_access,wash/water_access,wash/water qual,wash/water_infas,wash/water_amount,wash/water_amount_figure,showers/ind_hh_showers,showers/womenshower,showers/menshower,showers/mixedshower,showers/Nonfunctionalshowers,latrines/ind_hh_latrines,latrines/womenlatrine,latrines/menlatrine,latrines/mixedlatrine,latrines/Nonfunctionallatrines,l_s_protection/showers_lock,l_s_protection/showers_light,l_s_protection/latrines_lock,l_s_protection/latrines_light,sanitation/soap,sanitation/functional_taps,sanitation/drinking,sanitation/drinking/illegal,sanitation/drinking/treatment_plant,sanitation/drinking/trucking,sanitation/drinking/broken_pipe,sanitation/drinking/natural_source,sanitation/drinking/Publicic_well,sanitation/drinking/municipality,sanitation/drinking/purchase,sanitation/drinking/Private_well,sanitation/drinking/borehole,sanitation/drinking/None,sanitation/flooding,sanitation/open_def,sanitation/septic_tank,sanitation/wastefrequency,physical_conditions/person_hazards,physical_conditions/falling_hazards,physical_conditions/elements,physical_conditions/damage,physical_conditions/overcrowding,physical_conditions/window_damage,physical_conditions/door_damage,physical_conditions/roof_damage,physical_conditions/structure_injury_risk,nfi_shelter/cleaning_material,nfi_shelter/winter_season,nfi_shelter/w_nfi,nfi_shelter/summer_season,nfi_shelter/s_nfi,nfi_shelter/tool_kit,nfi_items/nfi_availability,nfi_items/blankets,nfi_items/mattress,nfi_items/water_container,nfi_items/oven,nfi_items/kitchen_nfi,nfi_items/hygiene,nfi_items/feminine,nfi_items/Other_nfi_items,nfi_Other/Other_specify,health/health_services,health/health_services_preg,health/access_difficulty,health/difficulty_type,health/difficulty_type/healthcare_cost,health/difficulty_type/unqualified_staff_hospital,health/difficulty_type/unqualified_staff_pharmacy,health/difficulty_type/unable_purchase_meds_at_pharm,health/difficulty_type/language_barrier,health/difficulty_type/refused_treatment,health/difficulty_type/No_medicine_hospital,health/difficulty_type/No_medicine_pharm,health/difficulty_type/No_medicine_pharmacy,health/difficulty_type/No_transport,health/difficulty_type/No_offered_treatment_pharmacy,health/difficulty_type/No_offered_treatment_hospital,health/difficulty_type/civ_docs_problems,health/difficulty_type/No_referral_pharmacy,health/difficulty_type/pharmacy_closed,health/difficulty_type/distance_to_treatmentcenter,health/difficulty_type/Other,health/pyschosocial_support/trauma_support,health/pyschosocial_support/gbv_support,health/ilness_type,health/ilness_type/diarrhoea,health/ilness_type/cholera,health/ilness_type/typhoid,health/ilness_type/hepatitis_A_E,health/ilness_type/soil_transmitted_helminths,health/ilness_type/skin_disease,health/ilness_type/Other,health/ilness_type/No illness,food_security/food_access,food_security/food_assistance_freq,food_security/food_assistance_type,food_security/food_assistance_type/dry_ration,food_security/food_assistance_type/wet_feeding,food_security/food_assistance_type/ready_to_eat_box,food_security/food_assistance_type/cash,food_security/food_assistance_type/voucher,food_security/main_concern,food_security/main_concern/main_concern1,food_security/main_concern/main_concern2,food_security/main_concern/main_concern3,food_security/main_concern/main_concern4,food_security/main_concern/main_concern5,food_security/main_concern/main_concern6,food_security/main_concern/main_concern7,food_security/main_concern/main_concern8,food_security/main_concern/main_concern9,food_security/Other_concern,food_security/food_storage,protection/security_incidents,protection/security_by_whom,protection/security_by_whom/host_comm,protection/security_by_whom/armed_forces,protection/security_by_whom/local_auth,protection/security_by_whom/Other,protection/security_by_whom/choose_Not_answer,protection/security_by_whom_Other,protection/security_nearby,protection/security_menboys,protection/security_womengirls,protection/safety_m_b,protection/safety_m_b/in_shelters,protection/safety_m_b/specific_areas_in_the_camp,protection/safety_m_b/water_point,protection/safety_m_b/latrines,protection/safety_m_b/bathing,protection/safety_m_b/market,protection/safety_m_b/school,protection/safety_m_b/health_centre,protection/safety_m_b/feeding_distribution_centre,protection/safety_m_b/None,protection/safety_m_b/Other,protection/safety_m_b/chose_Not_answer,protection/safety_w_g,protection/safety_w_g/in_shelters,protection/safety_w_g/specific_areas_in_the_camp,protection/safety_w_g/water_point,protection/safety_w_g/latrines,protection/safety_w_g/bathing,protection/safety_w_g/market,protection/safety_w_g/school,protection/safety_w_g/health_centre,protection/safety_w_g/feeding_distribution_centre,protection/safety_w_g/None,protection/safety_w_g/Other,protection/safety_w_g/chose_Not_answer,protection/reg_MoDM,protection/civil_documents,livelihoods/income,education/formal_education,education/Nonformal_education,education/pfa_pss,education/teachers,education/teacher_number,Needs/priority_needs,Needs/priority_needs/documentation,Needs/priority_needs/education,Needs/priority_needs/employment,Needs/priority_needs/Food,Needs/priority_needs/language,Needs/priority_needs/Medical_care,Needs/priority_needs/Psychosocial_Support,Needs/priority_needs/shelter_support,Needs/priority_needs/Water,Needs/priority_needs/registration,Needs/priority_needs/Sanitation,Needs/priority_needs/vocational_training,Needs/priority_needs/footwear,Needs/priority_needs/clothing,Needs/priority_needs/summerization,Needs/priority_needs/Other,Needs/Other_priority_needs,
Old bank sheik maroof ,Baghdad,Karkh,33.33390703,44.3778957,IQ0704-0112,IQ0704-0112,Level 2,9,Yes,Collective shelter,2/9/17,High Risk,66,Abandoned building 9,  ,0,0,9,0,0,0,0,0,0,0,0,0,,9,Yes,29/04/2015,Ramadi,0,2,3,5,9,9,0,0,28,Yes,2,0,0,1,0,0,2,0,1,No,Public,None,,No,,Stay in site,,Yes,None,No,No,No,No,Yes,,Yes,No,Yes,btw 25% & 50%,"Poor wiring, Low and uncovered electrical points, Electrical points near water sources, None",No,Yes,Yes,Yes,No,Yes,No,,None,No,No,No,No,Yes,No,,No,btw 25% & 50%,There is No issue with water quality at the site (water is clean and odourless),less 25%,No,,0,0,0,1,0,0,0,0,1,0,No,btw 25% & 50%,No,btw 25% & 50%,Yes,2,Municipality water network,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Never,Severe,No,more 75%,more 75%,Yes,more 75%,less 25%,more 75%,Severe,Yes,less 25%,None,less 25%,None,No,,less 25%,btw 25% & 50%,btw 25% & 50%,btw 25% & 50%,btw 25% & 50%,less 25%,less 25%,less 25%,,Yes,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Diarrhoea, Skin diseases",Yes,No,No,No,No,Yes,No,No,No,Never,,No,No,No,No,No,"No cooking facilities, No utensils, No income to purchase enough food",Yes,Yes,No,No,No,Yes,No,No,No,,No,No,,No,No,No,No,No,,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,more 75%,No,btw 25% & 50%,Yes,No,No,No,,"Employment, Clothing, Summerization Kits",No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,
Amal Al Mustadafeen Mosque ,Baghdad,Karkh,33.2523666,44.3167444,IQ0704-0113,IQ0704-0113,Level 1,4,Yes,Collective shelter,2/9/17,Lower Risk,25,Religious 19,  ,0,0,0,0,0,0,19,0,0,0,0,0,,19,Yes,17/07/2014,Telafar,11,14,10,13,22,25,1,1,97,Yes,2,0,0,1,1,2,6,2,1,No,Private,"Yes, oral agreement",Free of charge,No,,Stay in site,,Yes,"Elder/Religious leader, Local authorities",Yes,No,Yes,No,No,,No,No,No,more 75%,"Poor wiring, Low and uncovered electrical points, Overloaded circuits",No,Yes,Yes,No,Yes,No,No,,None,No,No,No,No,Yes,No,,Yes,less 25%,There is No issue with water quality at the site (water is clean and odourless),less 25%,No,,13,0,0,0,0,13,0,0,0,0,Yes,more 75%,Yes,more 75%,Yes,15,"Illegal extension of water pipes, Pre-existing broken pipe, Municipality water network",Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Every day,No,No,less 25%,less 25%,No,less 25%,less 25%,less 25%,No,Yes,btw 50% & 75%,Both items,less 25%,None,Yes,,btw 50% & 75%,btw 50% & 75%,less 25%,less 25%,btw 25% & 50%,btw 50% & 75%,btw 50% & 75%,less 25%,,Yes,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Skin diseases,No,No,No,No,No,Yes,No,No,Yes,Every month,Dry food ration,Yes,No,No,No,No,No income to purchase enough food,No,No,No,No,No,Yes,No,No,No,,No,No,,No,No,No,No,No,,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,more 75%,No,less 25%,Yes,No,No,No,,"Employment, Vocational training, Summerization Kits",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,
Al Rasool Al Adha'm Mosque,Baghdad,Karkh,33.33107401,44.27326105,IQ0704-0114,IQ0704-0114,Level 1,4,Yes,Collective shelter,2/9/17,Lower Risk,23,Religious 15,  ,0,0,0,0,0,0,15,0,0,0,0,0,,15,Yes,15/04/2014,Falluja,7,8,10,13,15,16,0,1,70,Yes,1,0,0,0,0,2,3,1,1,No,Public,None,,No,,Return to place of origin,,No,,No,No,No,No,No,,No,No,No,less 25%,"Poor wiring, Overloaded circuits",No,Yes,No,No,Yes,No,No,,None,No,No,No,No,Yes,No,,Yes,less 25%,There is No issue with water quality at the site (water is clean and odourless),less 25%,No,,15,0,0,0,0,15,0,0,0,0,Yes,more 75%,Yes,more 75%,Yes,10,"Illegal extension of water pipes, Pre-existing broken pipe, Municipality water network",Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Every day,No,No,less 25%,more 75%,No,more 75%,less 25%,btw 25% & 50%,Minor,Yes,btw 50% & 75%,Both items,less 25%,None,Yes,,btw 50% & 75%,btw 50% & 75%,less 25%,less 25%,btw 25% & 50%,btw 50% & 75%,btw 50% & 75%,less 25%,,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Diarrhoea, Skin diseases",Yes,No,No,No,No,Yes,No,No,Yes,Every month,Dry food ration,Yes,No,No,No,No,No income to purchase enough food,No,No,No,No,No,Yes,No,No,No,,No,No,,No,No,No,No,No,,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,more 75%,No,less 25%,Yes,No,No,No,,"Employment, Vocational training, Summerization Kits",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,
Salah Al Dain Mosque,Baghdad,Karkh,33.256142,44.314528,IQ0704-0115,IQ0704-0115,Level 1,3,Yes,Collective shelter,2/10/17,Lower Risk,19,Religious 14,  ,0,0,0,0,0,0,14,0,0,0,0,0,,14,Yes,17/07/2014,Telafar,9,6,7,8,16,18,1,2,67,Yes,1,0,0,1,1,3,5,3,1,No,Public,None,,No,,Stay in site,,No,,No,No,No,No,No,,No,No,No,less 25%,"Poor wiring, Overloaded circuits",No,Yes,No,No,Yes,No,No,,None,No,No,No,No,Yes,No,,Yes,less 25%,There is No issue with water quality at the site (water is clean and odourless),less 25%,No,,0,3,3,0,0,0,3,8,0,0,Yes,more 75%,Yes,more 75%,Yes,18,"Illegal extension of water pipes, Pre-existing broken pipe, Municipality water network",Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Every day,No,No,less 25%,less 25%,No,less 25%,less 25%,less 25%,No,Yes,more 75%,Both items,btw 25% & 50%,None,Yes,,btw 50% & 75%,btw 50% & 75%,less 25%,less 25%,btw 25% & 50%,btw 50% & 75%,btw 50% & 75%,less 25%,,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Diarrhoea, Skin diseases",Yes,No,No,No,No,Yes,No,No,Yes,Every month,Dry food ration,Yes,No,No,No,No,"No cooking fuel, No income to purchase enough food",No,No,Yes,No,No,Yes,No,No,No,,No,No,,No,No,No,No,No,,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,more 75%,No,less 25%,Yes,No,No,No,,"Employment, Vocational training, Summerization Kits",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,
Imam Al Huseen Mosque ,Baghdad,Karkh,33.243527,44.310321,IQ0704-0116,IQ0704-0116,Level 1,2,Yes,Collective shelter,2/10/17,Lower Risk,23,Religious 5,  ,0,0,0,0,0,0,5,0,0,0,0,0,,5,Yes,15/08/2014,Telafar,5,6,9,10,7,8,1,1,47,Yes,0,0,0,0,0,1,3,2,0,No,Public,None,,No,,Stay in site,,No,,No,No,No,No,No,,No,No,No,less 25%,"Poor wiring, Overloaded circuits",No,Yes,No,No,Yes,No,No,,None,No,No,No,No,Yes,No,,Yes,less 25%,There is No issue with water quality at the site (water is clean and odourless),less 25%,No,,5,0,0,0,0,5,0,0,0,0,Yes,more 75%,Yes,more 75%,Yes,4,"Illegal extension of water pipes, Pre-existing broken pipe, Municipality water network",Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Every day,No,No,less 25%,less 25%,No,less 25%,less 25%,less 25%,No,Yes,more 75%,Both items,less 25%,None,Yes,,btw 50% & 75%,btw 50% & 75%,less 25%,less 25%,btw 50% & 75%,btw 50% & 75%,btw 50% & 75%,less 25%,,Yes,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Diarrhoea, Skin diseases",Yes,No,No,No,No,Yes,No,No,Yes,Every month,Dry food ration,Yes,No,No,No,No,No income to purchase enough food,No,No,No,No,No,Yes,No,No,No,,No,No,,No,No,No,No,No,,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,more 75%,No,less 25%,Yes,No,No,No,,"Employment, Vocational training, Summerization Kits",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,
Abonded building beside (Al Bar Al Raheem ),Baghdad,Karkh,33.341265,44.275565,IQ0704-0117,IQ0704-0117,Level 1,4,Yes,Collective shelter,2/11/17,Lower Risk,30,Public 53,  ,0,0,0,0,0,0,0,0,53,0,0,0,,53,Yes,1/12/14,Ramadi,19,21,54,52,55,59,2,3,265,Yes,11,0,0,1,0,12,22,5,3,No,Public,None,,No,,Stay in site,,No,,No,No,No,No,No,,No,No,Yes,less 25%,"Poor wiring, Overloaded circuits",No,Yes,No,No,Yes,No,No,,None,No,No,No,No,Yes,No,,Yes,less 25%,There is No issue with water quality at the site (water is clean and odourless),less 25%,No,,43,0,0,0,0,40,0,0,0,0,Yes,more 75%,Yes,more 75%,Yes,46,"Illegal extension of water pipes, Pre-existing broken pipe, Municipality water network",Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Every day,Minor,Minor,less 25%,btw 25% & 50%,Yes,btw 25% & 50%,btw 25% & 50%,btw 25% & 50%,Minor,Yes,btw 50% & 75%,Both items,btw 50% & 75%,None,Yes,,btw 50% & 75%,btw 50% & 75%,less 25%,less 25%,btw 50% & 75%,btw 50% & 75%,btw 50% & 75%,less 25%,,Yes,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Diarrhoea, Skin diseases",Yes,No,No,No,No,Yes,No,No,Yes,Every month,Dry food ration,Yes,No,No,No,No,No income to purchase enough food,No,No,No,No,No,Yes,No,No,No,,No,No,,No,No,No,No,No,,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,more 75%,No,less 25%,Yes,No,No,No,,"Employment, Vocational training, Summerization Kits",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,
Ahalna collective (Um Al Qaraa),Baghdad,Karkh,33.340112,44.298784,IQ0704-0118,IQ0704-0118,Level 1,2,Yes,Self settled camp,2/11/17,Lower Risk,22,Tent 10,  ,10,0,0,0,0,0,0,0,0,0,0,0,,10,Yes,2/3/16,Ramadi,4,5,9,11,11,13,0,0,53,Yes,0,0,0,0,0,1,4,0,0,No,Public,None,,No,,Stay in site,,Yes,"Elder/Religious leader, Camp Committee",Yes,Yes,No,No,No,,No,No,No,less 25%,Overloaded circuits,No,No,No,No,Yes,No,No,,None,No,No,No,No,Yes,No,,Yes,less 25%,There is No issue with water quality at the site (water is clean and odourless),less 25%,No,,11,0,0,0,0,11,0,0,0,0,Yes,more 75%,Yes,more 75%,Yes,14,"Illegal extension of water pipes, Pre-existing broken pipe, Municipality water network",Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Every day,No,No,less 25%,Not applicable,No,less 25%,less 25%,less 25%,No,Yes,btw 50% & 75%,Both items,less 25%,None,Yes,,btw 50% & 75%,btw 50% & 75%,less 25%,less 25%,btw 25% & 50%,btw 50% & 75%,btw 50% & 75%,less 25%,,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Skin diseases,No,No,No,No,No,Yes,No,No,Yes,Every month,Dry food ration,Yes,No,No,No,No,No income to purchase enough food,No,No,No,No,No,Yes,No,No,No,,No,No,,No,No,No,No,No,,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,more 75%,No,less 25%,Yes,No,No,No,,"Employment, Vocational training, Summerization Kits",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,
Al Mahdiya school,Baghdad,Karkh,33.2455468,44.36165353,IQ0704-0119,IQ0704-0119,Level 2,5,Yes,Collective shelter,2/12/17,Medium Risk,44,Unfinished building 5,  ,0,5,0,0,0,0,0,0,0,0,0,0,,5,Yes,12/8/14,Ramadi,1,0,5,5,5,5,0,0,21,Yes,0,0,0,0,0,1,0,0,0,No,Private,None,,Yes,Less than 3 months,Stay in site,,No,,No,No,No,No,No,,No,No,No,btw 25% & 50%,Poor wiring,No,Yes,No,No,No,No,No,,None,No,No,No,No,Yes,No,,Yes,btw 25% & 50%,"There are water quality issues  (looks dirty, is salty, tastes bad, smells bad)",btw 25% & 50%,No,,0,0,0,2,0,0,0,0,2,0,Yes,btw 25% & 50%,Yes,btw 25% & 50%,Yes,2,Illegal extension of water pipes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Every week,Minor,Minor,btw 25% & 50%,btw 25% & 50%,Yes,btw 25% & 50%,btw 25% & 50%,less 25%,Minor,No,less 25%,None,less 25%,None,No,,btw 25% & 50%,btw 25% & 50%,less 25%,less 25%,less 25%,less 25%,less 25%,less 25%,,No,No,Yes,"Cost of healthcare is too high, Insufficient funds to purchase medicine",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Diarrhoea,Yes,No,No,No,No,No,No,No,No,Rarely,Cash,No,No,No,Yes,No,"No cooking facilities, No utensils, No income to purchase enough food",Yes,Yes,No,No,No,Yes,No,No,No,,No,No,,No,No,No,No,No,,No,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,more 75%,No,less 25%,Yes,No,No,No,,"Education for children, Employment, Summerization Kits",No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,
Al-Ta'akhy (colllective Al Forat ),Baghdad,Karkh,33.27147373,44.27048177,IQ0704-0120,IQ0704-0120,Level 2,5,Yes,Collective shelter,2/12/17,Medium Risk,44,Unfinished building 5,  ,0,5,0,0,0,0,0,0,0,0,0,0,,5,Yes,12/6/14,Ramadi,3,2,4,2,5,5,0,0,21,Yes,0,0,0,0,0,3,0,0,0,No,Public,None,,Yes,More than 3 months,Stay in site,,Yes,Local authorities,No,No,Yes,No,No,,No,No,No,btw 25% & 50%,Poor wiring,No,Yes,No,No,No,No,No,,None,No,No,No,No,Yes,No,,Yes,btw 25% & 50%,"There are water quality issues  (looks dirty, is salty, tastes bad, smells bad)",btw 25% & 50%,No,,0,0,0,2,0,0,0,0,2,0,Yes,btw 25% & 50%,Yes,btw 25% & 50%,Yes,2,Illegal extension of water pipes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Every week,Minor,Minor,btw 25% & 50%,btw 25% & 50%,Yes,btw 25% & 50%,btw 25% & 50%,btw 25% & 50%,Minor,Yes,btw 25% & 50%,None,less 25%,None,No,,btw 50% & 75%,btw 50% & 75%,less 25%,less 25%,less 25%,less 25%,less 25%,less 25%,,Yes,Yes,Yes,Cost of healthcare is too high,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Diarrhoea,Yes,No,No,No,No,No,No,No,No,Every week,Cash,No,No,No,Yes,No,"No cooking facilities, No income to purchase enough food",Yes,No,No,No,No,Yes,No,No,No,,No,No,,No,No,No,No,No,,No,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,more 75%,No,less 25%,Yes,No,No,No,,"Education for children, Employment, Summerization Kits",No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,
Awairij ,Baghdad,Karkh,33.19407514,44.38405182,IQ0704-0121,IQ0704-0121,Level 3,10,Yes,Collective shelter,2/12/17,High Risk,62,Unfinished building 6,  ,0,6,0,0,0,0,0,0,0,0,0,0,,6,Yes,15/03/2016,Tikrit,5,3,4,4,4,5,0,1,26,Yes,1,0,0,0,0,1,1,1,1,No,Private,None,,No,,Stay in site,,No,,No,No,No,No,No,,No,No,No,more 75%,"Poor wiring, Low and uncovered electrical points, Electrical points near water sources, Overloaded circuits",No,Yes,Yes,Yes,Yes,No,No,,None,No,No,No,No,Yes,No,,No,btw 50% & 75%,There is No issue with water quality at the site (water is clean and odourless),more 75%,No,,1,0,0,0,0,1,0,0,0,0,Yes,less 25%,Yes,less 25%,Yes,1,"Illegal extension of water pipes, Pre-existing broken pipe, Municipality water network",Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Every day,No,No,more 75%,more 75%,Yes,more 75%,less 25%,btw 50% & 75%,Medium,No,more 75%,None,less 25%,None,No,,btw 50% & 75%,btw 25% & 50%,less 25%,less 25%,less 25%,less 25%,btw 25% & 50%,less 25%,,No,No,Yes,"Insufficient funds to purchase medicine, No transport available, The treatment center was too far away",No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,"Diarrhoea, Soil transmitted helminths (intestinal worms), Skin diseases",Yes,No,No,No,Yes,Yes,No,No,No,Every month,Dry food ration,Yes,No,No,No,No,"No cooking facilities, No cooking fuel, Distance to markets, No income to purchase enough food",Yes,No,Yes,No,Yes,Yes,No,No,No,,No,No,,No,No,No,No,No,,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,more 75%,No,less 25%,Yes,No,No,No,,"Employment, Vocational training, Summerization Kits",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,
Awairij 20,Baghdad,Karkh,33.19466843,44.38512833,IQ0704-0122,IQ0704-0122,Level 2,5,Yes,Collective shelter,2/12/17,Lower Risk,31,Prefab 5,  ,0,0,0,0,5,0,0,0,0,0,0,0,,5,Yes,12/10/15,Tikrit,3,5,4,6,4,5,0,1,28,Yes,1,0,0,0,0,0,2,1,1,No,Private,"Yes, oral agreement",Rent payment,No,,Stay in site,,No,,No,No,No,No,No,,No,No,No,more 75%,"Poor wiring, Overloaded circuits",No,Yes,No,No,Yes,No,No,,None,No,No,No,No,Yes,No,,Yes,less 25%,There is No issue with water quality at the site (water is clean and odourless),less 25%,No,,1,0,0,0,0,1,0,0,0,0,Yes,btw 50% & 75%,Yes,btw 25% & 50%,Yes,2,"Illegal extension of water pipes, Pre-existing broken pipe, Municipality water network",Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Every day,No,No,less 25%,less 25%,Yes,less 25%,less 25%,less 25%,No,Yes,btw 25% & 50%,None,less 25%,None,No,,btw 50% & 75%,btw 50% & 75%,less 25%,less 25%,btw 25% & 50%,btw 25% & 50%,btw 50% & 75%,less 25%,,No,No,Yes,"Insufficient funds to purchase medicine, No transport available, The treatment center was too far away",No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,"Diarrhoea, Skin diseases",Yes,No,No,No,No,Yes,No,No,Yes,Every month,Dry food ration,Yes,No,No,No,No,No income to purchase enough food,No,No,No,No,No,Yes,No,No,No,,No,No,,No,No,No,No,No,,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,None,No,No,No,No     ,No,No,No,No,No,Yes,No,No,more 75%,No,less 25%,Yes,No,No,No,,"Employment, Vocational training, Summerization Kits",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,
