crisis_index,crisis_name,crisis_iso3,figure_name,figure_date,figure_value,figure_source,figure_url
3,Cameroon,CMR,"Children in Need",2018-01-05,1810000,UNICEF,https://m.reliefweb.int/report/2438864
3,Cameroon,CMR,"IDPs due to the Crisis in North-West & South-West regions",2018-11-30,437500,OCHA,https://m.reliefweb.int/report/2900228
3,Cameroon,CMR,"Refugees & Asylum-Seekers in Cameroon",2018-10-31,372542,UNHCR,https://data2.unhcr.org/en/country/cmr
3,Cameroon,CMR,"CAR Refugees in Cameroon",2018-10-31,267813,UNHCR,https://m.reliefweb.int/report/2878513
3,Cameroon,CMR,"Nigerian Refugees in Cameroon",2018-10-31,101404,UNHCR,https://m.reliefweb.int/report/2878513
3,Cameroon,CMR,"Cameroonian Refugees in Nigeria",2018-11-08,30024,UNHCR,https://m.reliefweb.int/report/2867653
3,Cameroon,CMR,"Total Cholera Cases",2018-11-23,942,WHO,https://m.reliefweb.int/report/2890193
3,Cameroon,CMR,"Confirmed Cholera Cases",2018-11-23,73,WHO,https://m.reliefweb.int/report/2890193
3,Cameroon,CMR,"Cholera Deaths",2018-11-23,57,WHO,https://m.reliefweb.int/report/2890193
3,Cameroon,CMR,"People Living in Lake Chad Basin Crisis Area",2018-10-22,4000000,OCHA,https://m.reliefweb.int/report/2843698
3,Cameroon,CMR,"Children with Severe Acute Malnutrition in Lake Chad Basin Crisis Area",2018-10-22,24000,OCHA,https://m.reliefweb.int/report/2843698
3,Cameroon,CMR,"People at Food Crisis/Emergency (IPC phase 3+) in the Lake Chad Basin Crisis Area",2018-10-22,1500000,OCHA,https://m.reliefweb.int/report/2843698
3,Cameroon,CMR,IDPs,2018-09-24,227581,IOM,https://m.reliefweb.int/report/2800569
3,Cameroon,CMR,Returnees,2018-09-24,92238,IOM,https://m.reliefweb.int/report/2800569
3,Cameroon,CMR,"Unregistered Refugees",2018-09-24,39403,IOM,https://m.reliefweb.int/report/2800569
3,Cameroon,CMR,"People Assisted with WFP Food Assistance (per month)",2018-07-31,322200,WFP,https://m.reliefweb.int/report/2773104
3,Cameroon,CMR,"New IDPs by Conflict (per year)",2017-12-31,119000,IDMC,https://m.reliefweb.int/report/2603634
3,Cameroon,CMR,"People in Need of Food Security Assistance",2018-01-31,2600000,OCHA,https://m.reliefweb.int/report/2445989
3,Cameroon,CMR,"People in Need of Early Recovery Assistance",2018-01-31,528000,OCHA,https://m.reliefweb.int/report/2445989
3,Cameroon,CMR,"People in Need of Protection Assistance",2018-01-31,1340000,OCHA,https://m.reliefweb.int/report/2445989
3,Cameroon,CMR,"People in Need of WASH Assistance",2018-01-31,1440000,OCHA,https://m.reliefweb.int/report/2445989
3,Cameroon,CMR,"People in Need of Nutrition Assistance",2018-01-31,541000,OCHA,https://m.reliefweb.int/report/2445989
3,Cameroon,CMR,"People in Need of Education Assistance",2018-01-31,549000,OCHA,https://m.reliefweb.int/report/2445989
3,Cameroon,CMR,"People in Need of Health Assistance",2018-01-31,1200000,OCHA,https://m.reliefweb.int/report/2445989
3,Cameroon,CMR,"People in Need of Shelter & NFI Assistance",2018-01-31,876000,OCHA,https://m.reliefweb.int/report/2445989
4,"Central African Republic",CAF,"People in Need",2018-12-04,2900000,OCHA,https://m.reliefweb.int/report/2900688
4,"Central African Republic",CAF,"People Targeted for Assistance",2018-12-04,1700000,OCHA,https://m.reliefweb.int/report/2900688
4,"Central African Republic",CAF,"People in Food Crisis/Emergency (IPC Phase 3+)",2018-08-31,1898963,IPC,https://m.reliefweb.int/report/2850448
4,"Central African Republic",CAF,"Children in Need",2018-01-05,1300000,UNICEF,https://m.reliefweb.int/report/2438879
4,"Central African Republic",CAF,IDPs,2018-07-31,614679,UNHCR,https://m.reliefweb.int/report/2761079
4,"Central African Republic",CAF,"CAR Refugees in the Region",2018-11-30,576862,UNHCR,http://data2.unhcr.org/en/situations/car
4,"Central African Republic",CAF,"CAR Refugees in Cameroon",2018-10-31,267813,UNHCR,https://m.reliefweb.int/report/2878513
4,"Central African Republic",CAF,"CAR Refugees & Asulym-Seekers in Chad",2018-10-31,102741,UNHCR,https://m.reliefweb.int/report/2869263
4,"Central African Republic",CAF,"CAR Refugees in DRC",2018-11-30,171966,UNHCR,https://m.reliefweb.int/report/2913833
4,"Central African Republic",CAF,"CAR Refugees in South Sudan",2018-10-31,1999,UNHCR,https://m.reliefweb.int/report/2893508
4,"Central African Republic",CAF,"CAR Refugees in Republic of Congo",2018-01-31,32223,UNHCR,https://m.reliefweb.int/report/2490799
4,"Central African Republic",CAF,"S. Sudanese Refugees in CAR",2018-10-31,2571,UNHCR,https://m.reliefweb.int/report/2882088
4,"Central African Republic",CAF,"S. Sudanese Arrivals in CAR (Cumulative per year)",2018-09-30,323,UNHCR,https://m.reliefweb.int/report/2899668
4,"Central African Republic",CAF,"DRC Refugees & Asylum-Seekers in CAR",2018-10-31,1787,UNHCR,https://m.reliefweb.int/report/2878188
4,"Central African Republic",CAF,"KKA Incidents against Aid Workers (Killed, Kidnapped and Arrested per year)",2018-10-31,11,"Insecurity Insight",https://m.reliefweb.int/report/2879178
4,"Central African Republic",CAF,"Aid Workers Killed (per year)",2018-10-31,8,"Insecurity Insight",https://m.reliefweb.int/report/2879178
4,"Central African Republic",CAF,"Aid Workers Kidnapped (per month)",2018-10-31,3,"Insecurity Insight",https://m.reliefweb.int/report/2879178
4,"Central African Republic",CAF,"Aid Workers Arrested (per month)",2018-10-31,0,"Insecurity Insight",https://m.reliefweb.int/report/2879178
4,"Central African Republic",CAF,"People Assisted with WFP Food Assistance (per month)",2018-10-31,539954,WFP,https://m.reliefweb.int/report/2897298
4,"Central African Republic",CAF,"New IDPs by Conflict (per year)",2017-12-31,539000,IDMC,https://m.reliefweb.int/report/2603634
4,"Central African Republic",CAF,"New IDPs by Natural Disasters (per year)",2017-12-31,2900,IDMC,https://m.reliefweb.int/report/2603634
5,Chad,TCD,"People in Need",2018-12-04,4100000,OCHA,https://m.reliefweb.int/report/2900688
5,Chad,TCD,"People Targeted for Assistance",2018-12-04,1700000,OCHA,https://m.reliefweb.int/report/2900688
5,Chad,TCD,"Children in Need",2018-01-05,2500000,UNICEF,https://m.reliefweb.int/report/2438889
5,Chad,TCD,"IDPs & Returnees",2018-10-31,162755,UNHCR,https://m.reliefweb.int/report/2869263
5,Chad,TCD,"Refugees & Asylum-Seekers in Chad",2018-10-31,452966,UNHCR,https://m.reliefweb.int/report/2869263
5,Chad,TCD,"Sudanese Refugees & Asylum-Seekers in Chad",2018-10-31,337704,UNHCR,https://m.reliefweb.int/report/2869263
5,Chad,TCD,"CAR Refugees & Asulym-Seekers in Chad",2018-10-31,102741,UNHCR,https://m.reliefweb.int/report/2869263
5,Chad,TCD,"Nigerian Refugees & Asylum-Seekers in Chad",2018-10-31,11298,UNHCR,https://m.reliefweb.int/report/2869263
5,Chad,TCD,"People in Food Crisis/Emergency (IPC phase 3+)",2018-03-12,623982,"Government of Chad",https://m.reliefweb.int/report/2557769
5,Chad,TCD,"Displacement due to Nigeria Crisis: Refugees in Chad (since Jan 2015)",2018-09-26,11009,OCHA,https://m.reliefweb.int/report/2839723
5,Chad,TCD,"People Living in Lake Chad Basin Crisis Area",2018-10-22,518000,OCHA,https://m.reliefweb.int/report/2843698
5,Chad,TCD,"Children with Severe Acute Malnutrition in Lake Chad Basin Crisis Area",2018-10-22,22000,OCHA,https://m.reliefweb.int/report/2843698
5,Chad,TCD,"People at Food Crisis/Emergency (IPC phase 3+) in the Lake Chad Basin Crisis Area",2018-10-22,159000,OCHA,https://m.reliefweb.int/report/2843698
5,Chad,TCD,"Total Measles Cases (since 1 Jan 2018)",2018-11-18,4227,WHO,https://m.reliefweb.int/report/2890193
5,Chad,TCD,"Measles Confirmed Cases (since 1 Jan 2018)",2018-11-18,815,WHO,https://m.reliefweb.int/report/2890193
5,Chad,TCD,"Total Measles Deaths (since 1 Jan 2018)",2018-11-18,90,WHO,https://m.reliefweb.int/report/2890193
5,Chad,TCD,"Children under 5 with Severe Acute Malnutrition",2018-09-30,362682,UNICEF,https://m.reliefweb.int/report/2869023
5,Chad,TCD,"People Assisted with WFP Food Assistance (per month)",2018-06-30,1083689,WFP,https://m.reliefweb.int/report/2717379
5,Chad,TCD,"New IDPs by Conflict (per year)",2017-12-31,5800,IDMC,https://m.reliefweb.int/report/2603634
7,"Democratic Republic of the Congo",COD,"People in Need",2018-12-04,12800000,OCHA,https://m.reliefweb.int/report/2900688
7,"Democratic Republic of the Congo",COD,"People Targeted for Assistance",2018-12-04,9000000,OCHA,https://m.reliefweb.int/report/2900688
7,"Democratic Republic of the Congo",COD,"Chidren in Need",2018-01-05,7800000,UNICEF,https://m.reliefweb.int/report/2438909
7,"Democratic Republic of the Congo",COD,"People in Food Crisis/Emergency (IPC phase 3+)",2018-08-31,13141056,IPC,https://m.reliefweb.int/report/2862833
7,"Democratic Republic of the Congo",COD,IDPs,2017-12-31,4490000,OCHA,https://m.reliefweb.int/report/2462489
7,"Democratic Republic of the Congo",COD,"Refugees & Asylum-Seekers in DRC",2018-11-30,533387,UNHCR,https://m.reliefweb.int/report/2913833
7,"Democratic Republic of the Congo",COD,"Rwandan Refugees in DRC",2018-11-30,217499,UNHCR,https://m.reliefweb.int/report/2913833
7,"Democratic Republic of the Congo",COD,"CAR Refugees in DRC",2018-11-30,171966,UNHCR,https://m.reliefweb.int/report/2913833
7,"Democratic Republic of the Congo",COD,"Rwandan Refugees Repatriated from DRC (cumulative per year)",2018-09-30,2619,UNHCR,https://m.reliefweb.int/report/2849188
7,"Democratic Republic of the Congo",COD,"Burundian Refugees in DRC",2018-11-30,42309,UNHCR,https://m.reliefweb.int/report/2913833
7,"Democratic Republic of the Congo",COD,"Burundian Refugee Arrivals (per year)",2018-06-30,4540,UNHCR,https://m.reliefweb.int/report/2715904
7,"Democratic Republic of the Congo",COD,"S. Sudanese Refugees in DRC",2018-11-30,95438,UNHCR,https://m.reliefweb.int/report/2913833
7,"Democratic Republic of the Congo",COD,"S. Sudanese Arrivals in DRC (Cumulative per year)",2018-09-30,4969,UNHCR,https://m.reliefweb.int/report/2899668
7,"Democratic Republic of the Congo",COD,"DRC Refugees",2018-10-31,781917,UNHCR,https://m.reliefweb.int/report/2878188
7,"Democratic Republic of the Congo",COD,"New Arrivals from DRC in Countries of Asylum (per year)",2018-10-31,148975,UNHCR,https://m.reliefweb.int/report/2878188
7,"Democratic Republic of the Congo",COD,"New Arrivals from DRC in Countries of Asylum (per month)",2018-10-31,8340,UNHCR,https://m.reliefweb.int/report/2878188
7,"Democratic Republic of the Congo",COD,"DRC Refugees & Asylum-Seekers in Uganda",2018-10-24,242608,UNHCR,https://m.reliefweb.int/report/2852683
7,"Democratic Republic of the Congo",COD,"DRC Refugees in Tanzania",2018-10-31,84170,UNHCR,https://m.reliefweb.int/report/2873843
7,"Democratic Republic of the Congo",COD,"DRC Refugees & Asylum-Seekers in Rwanda",2018-10-31,80796,UNHCR,https://m.reliefweb.int/report/2878188
7,"Democratic Republic of the Congo",COD,"DRC Refugees in Burundi",2018-10-31,74625,UNHCR,https://m.reliefweb.int/report/2878188
7,"Democratic Republic of the Congo",COD,"Biometrically Registered DRC Refugees in Angola",2018-12-03,36397,UNHCR,https://m.reliefweb.int/report/2902043
7,"Democratic Republic of the Congo",COD,"DRC Refugees in Zambia",2018-10-31,40918,UNHCR,https://m.reliefweb.int/report/2878188
7,"Democratic Republic of the Congo",COD,"DRC Refugees & Asylum-Seekers in Kenya",2018-10-31,40709,UNHCR,https://m.reliefweb.int/report/2878188
7,"Democratic Republic of the Congo",COD,"DRC Refugees in Southern Africa",2018-10-31,106561,UNHCR,https://m.reliefweb.int/report/2889808
7,"Democratic Republic of the Congo",COD,"DRC Refugees in Republic of Congo",2018-10-31,15715,UNHCR,https://m.reliefweb.int/report/2878188
7,"Democratic Republic of the Congo",COD,"DRC Refugees in South Sudan",2018-10-31,15683,UNHCR,https://m.reliefweb.int/report/2878188
7,"Democratic Republic of the Congo",COD,"DRC Refugees in Zimbabwe",2018-10-31,9904,UNHCR,https://m.reliefweb.int/report/2878188
7,"Democratic Republic of the Congo",COD,"DRC Refugees & Asylum-Seekers in CAR",2018-10-31,1787,UNHCR,https://m.reliefweb.int/report/2878188
7,"Democratic Republic of the Congo",COD,"Total Ebola Cases (since May 2018)",2018-12-12,515,WHO,http://www.who.int/ebola/situation
7,"Democratic Republic of the Congo",COD,"Ebola Confirmed Cases (since May 2018)",2018-12-11,467,WHO,http://www.who.int/ebola/situation
7,"Democratic Republic of the Congo",COD,"Ebola Deaths (since 4 Apr 2018)",2018-12-12,303,WHO,http://www.who.int/ebola/situation
7,"Democratic Republic of the Congo",COD,"Total Cholera Cases (Cumulative per year)",2018-11-20,26017,WHO,https://m.reliefweb.int/report/2900093
7,"Democratic Republic of the Congo",COD,"Cholera Deaths (Cumulative per year)",2018-11-20,878,WHO,https://m.reliefweb.int/report/2900093
7,"Democratic Republic of the Congo",COD,"Total Measles Cases (Cumulative per year)",2018-11-11,44864,WHO,https://m.reliefweb.int/report/2890193
7,"Democratic Republic of the Congo",COD,"Confirmed Measles Cases (Cumulative per year)",2018-11-11,842,WHO,https://m.reliefweb.int/report/2890193
7,"Democratic Republic of the Congo",COD,"Measles Deaths (Cumulative per year)",2018-11-11,566,WHO,https://m.reliefweb.int/report/2890193
7,"Democratic Republic of the Congo",COD,"Returned People (per month)",2017-12-31,27000,OCHA,http://m.reliefweb.int/report/2454874
7,"Democratic Republic of the Congo",COD,"KKA Incidents against Aid Workers (Killed, Kidnapped and Arrested per year)",2018-10-31,34,"Insecurity Insight",https://m.reliefweb.int/report/2879178
7,"Democratic Republic of the Congo",COD,"Aid Workers Killed (per year)",2018-10-31,4,"Insecurity Insight",https://m.reliefweb.int/report/2879178
7,"Democratic Republic of the Congo",COD,"Aid Workers Kidnapped (per year)",2018-10-31,29,"Insecurity Insight",https://m.reliefweb.int/report/2879178
7,"Democratic Republic of the Congo",COD,"Aid Workers Arrested (per year)",2018-10-31,1,"Insecurity Insight",https://m.reliefweb.int/report/2879178
7,"Democratic Republic of the Congo",COD,"Children with Severe Acute Malnutrition",2018-05-31,2000000,UNICEF,https://m.reliefweb.int/report/2714049
7,"Democratic Republic of the Congo",COD,"People Received WFP Food Assistance (per month)",2018-10-31,1000000,WFP,https://m.reliefweb.int/report/2897238
7,"Democratic Republic of the Congo",COD,"New IDPs by Conflict (per year)",2017-12-31,2166000,IDMC,https://m.reliefweb.int/report/2603634
7,"Democratic Republic of the Congo",COD,"New IDPs by Natural Disasters (per year)",2017-12-31,27000,IDMC,https://m.reliefweb.int/report/2603634
8,Ethiopia,ETH,"People in Need of Food Assistance",2018-12-04,8000000,OCHA,https://m.reliefweb.int/report/2900688
8,Ethiopia,ETH,"People in Need of Non-Food Assistance",2018-10-09,9450000,OCHA,https://m.reliefweb.int/report/2822274
8,Ethiopia,ETH,"People Targeted for Food Assistance",2018-12-04,8000000,OCHA,https://m.reliefweb.int/report/2900688
8,Ethiopia,ETH,"People Targeted for Non-Food Assistance",2018-10-09,9450000,OCHA,https://m.reliefweb.int/report/2822274
8,Ethiopia,ETH,"Children in Need",2018-08-31,4300000,UNICEF,https://m.reliefweb.int/report/2801159
8,Ethiopia,ETH,"Conflict Affected IDPs",2018-10-31,1472209,IOM,https://m.reliefweb.int/report/2877958
8,Ethiopia,ETH,"Climate Induced IDPs",2018-10-31,531001,IOM,https://m.reliefweb.int/report/2877958
8,Ethiopia,ETH,"IDPs by Other Factors",2018-10-31,72068,IOM,https://m.reliefweb.int/report/2877958
8,Ethiopia,ETH,"IDPs by the Gedeo-West Guji Violence",2018-08-27,958175,IOM,https://m.reliefweb.int/report/2761774
8,Ethiopia,ETH,"People Displaced by Inter-Communal Conflict in Somali Region",2018-08-17,141410,OCHA,https://m.reliefweb.int/report/2751299
8,Ethiopia,ETH,"Refugees & Asylum-Seekers in Ethiopia",2018-10-31,905831,UNHCR,https://m.reliefweb.int/report/2885453
8,Ethiopia,ETH,"Refugees & Asylum-Seekers in Ethiopia (per year)",2018-08-31,905831,UNHCR,https://m.reliefweb.int/report/2786794
8,Ethiopia,ETH,"Refugee & Asylum-Seeker Arrivals in Ethiopia (Cumulative per year)",2018-08-31,36135,UNHCR,https://m.reliefweb.int/report/2786794
8,Ethiopia,ETH,"Refugee & Asylum-Seeker Arrivals in Ethiopia (per month)",2018-07-31,2032,UNHCR,https://m.reliefweb.int/report/2742009
8,Ethiopia,ETH,"S. Sudanese Refugees & Asylum-Seekers in Ethiopia",2018-09-30,422240,UNHCR,https://m.reliefweb.int/report/2899668
8,Ethiopia,ETH,"S. Sudanese Arrivals in Ethiopia (Cumulative per year)",2018-09-30,19770,UNHCR,https://m.reliefweb.int/report/2899668
8,Ethiopia,ETH,"S. Sudanese Refugees in Gambella",2018-05-31,423888,UNHCR,https://m.reliefweb.int/report/2642644
8,Ethiopia,ETH,"S. Sudanese Refugee Arrivals in Gambella (per month)",2018-05-31,1841,UNHCR,https://m.reliefweb.int/report/2642644
8,Ethiopia,ETH,"S. Sudanese Refugee Arrivals in Gambella (per year)",2018-05-31,16607,UNHCR,https://m.reliefweb.int/report/2642644
8,Ethiopia,ETH,"Somali Refugees & Asylum-Seekers in Ethiopia",2018-09-30,257283,UNHCR,https://m.reliefweb.int/report/2852678
8,Ethiopia,ETH,"Eritrean Refugees & Asylum-Seekers in Ethiopia",2018-08-31,173879,UNHCR,https://m.reliefweb.int/report/2786794
8,Ethiopia,ETH,"Eritreal Refugees Registered (since 12 Sep 2018)",2018-10-20,14107,UNHCR,https://m.reliefweb.int/report/2844833
8,Ethiopia,ETH,"Sudanese Refugees and Asylum-seekers in Ethiopia",2018-08-31,44620,UNHCR,https://m.reliefweb.int/report/2786794
8,Ethiopia,ETH,"Yemeni Refugees and Asylum-seekers in Ethiopia",2018-08-31,1891,UNHCR,https://m.reliefweb.int/report/2786794
8,Ethiopia,ETH,"Children in Need of Treatment for Severe Acute Malnutrition",2018-10-31,370000,UNICEF,https://m.reliefweb.int/report/2880743
8,Ethiopia,ETH,"New IDPs by Conflict (per year)",2017-12-31,725000,IDMC,https://m.reliefweb.int/report/2603634
8,Ethiopia,ETH,"New IDPs by Natural Disasters (per year)",2017-12-31,434000,IDMC,https://m.reliefweb.int/report/2603634
8,Ethiopia,ETH,"People Received WFP Food Assistance (per month)",2018-09-30,3600000,WFP,https://m.reliefweb.int/report/2860128
9,Haiti,HTI,"People in Need",2018-12-04,1500000,OCHA,https://m.reliefweb.int/report/2900688
